ticket_id,type,title,status,description,project,owner,adr,sprint,priority,dependencies,created_date,resolved_date
CS11-128,Bug,Resolve NullPointerException in cloudsync-storage client,Done,Reported bug: resolve nullpointerexception in cloudsync-storage client causing test failures in production environment.,PRJ-012,EMP-218,,Sprint-2021-W08,Medium,[],2021-03-07,2021-03-16
NA0-120,Story,Integrate metrics reporting client in novacommerce-api,Open,"As a developer, we need to implement integrate metrics reporting client in novacommerce-api to support customer growth.",PRJ-001,EMP-096,,Sprint-2022-W04,Medium,[],2022-02-08,
FF18-127,Story,Implement pagination for bulk queries in fusionerp-frontend controller,Open,"As a developer, we need to implement implement pagination for bulk queries in fusionerp-frontend controller to support customer growth.",PRJ-019,EMP-130,,Sprint-2023-W32,Medium,[],2023-08-16,
FF18-128,Story,Add feature request endpoint to fusionerp-frontend,Done,"As a developer, we need to implement add feature request endpoint to fusionerp-frontend to support customer growth.",PRJ-019,EMP-122,,Sprint-2024-W27,Low,[],2024-07-24,2024-07-27
CD10-145,Task,Write integration tests for cloudsync-daemon router,Done,Developer chore: write integration tests for cloudsync-daemon router.,PRJ-011,EMP-013,,Sprint-2022-W50,High,[],2022-12-21,2023-01-03
NA0-121,Story,Add feature request endpoint to novacommerce-api,Blocked,"As a developer, we need to implement add feature request endpoint to novacommerce-api to support customer growth.",PRJ-001,EMP-010,,Sprint-2022-W48,Medium,[],2022-12-05,
CD10-146,Story,Optimize user session timeouts in cloudsync-daemon,Done,"As a developer, we need to implement optimize user session timeouts in cloudsync-daemon to support customer growth.",PRJ-011,EMP-085,,Sprint-2021-W18,Critical,[],2021-05-13,2021-05-18
PKM-108,Bug,Fix memory leak in platform-k8s-mesh concurrency routine,Done,Reported bug: fix memory leak in platform-k8s-mesh concurrency routine causing test failures in production environment.,PRJ-020,EMP-165,,Sprint-2025-W11,Medium,"[""PKM-85""]",2025-04-03,2025-04-06
CS11-129,Task,Document API endpoints in OpenAPISchema for cloudsync-storage,Done,Developer chore: document api endpoints in openapischema for cloudsync-storage.,PRJ-012,EMP-085,,Sprint-2022-W28,Critical,"[""CS11-112""]",2022-07-17,2022-07-23
PM21-152,Story,Integrate metrics reporting client in platform-monitoring,Done,"As a developer, we need to implement integrate metrics reporting client in platform-monitoring to support customer growth.",PRJ-022,EMP-157,,Sprint-2021-W52,Low,[],2022-01-11,2022-01-18
FC16-97,Story,Refactor API request validation for fusionerp-core,Done,"As a developer, we need to implement refactor api request validation for fusionerp-core to support customer growth.",PRJ-017,EMP-220,,Sprint-2024-W51,High,[],2025-01-04,2025-01-07
DCC-128,Story,Refactor API request validation for devops-ci-cd,Done,"As a developer, we need to implement refactor api request validation for devops-ci-cd to support customer growth.",PRJ-025,EMP-246,,Sprint-2021-W10,Low,"[""DCC-86""]",2021-03-25,2021-03-28
IA9-136,Story,Add feature request endpoint to insightcrm-analytics,Done,"As a developer, we need to implement add feature request endpoint to insightcrm-analytics to support customer growth.",PRJ-010,EMP-181,,Sprint-2022-W52,Medium,[],2023-01-03,2023-01-17
VP15-118,Story,Optimize user session timeouts in visionai-pipeline,Done,"As a developer, we need to implement optimize user session timeouts in visionai-pipeline to support customer growth.",PRJ-016,EMP-042,,Sprint-2025-W37,Critical,[],2025-09-27,2025-10-06
NC3-132,Bug,Fix broken CSS styles in novacommerce-checkout dashboard view,In Progress,Reported bug: fix broken css styles in novacommerce-checkout dashboard view causing test failures in production environment.,PRJ-004,EMP-010,,Sprint-2021-W40,High,[],2021-10-15,
SS23-143,Task,Upgrade dependency libraries in security-scanner,Done,Developer chore: upgrade dependency libraries in security-scanner.,PRJ-024,EMP-109,,Sprint-2025-W45,Critical,[],2025-11-16,2025-11-20
NA0-122,Task,Upgrade dependency libraries in novacommerce-api,Done,Developer chore: upgrade dependency libraries in novacommerce-api.,PRJ-001,EMP-010,,Sprint-2023-W48,Critical,[],2023-12-13,2023-12-24
NU1-146,Story,Optimize user session timeouts in novacommerce-ui,Done,"As a developer, we need to implement optimize user session timeouts in novacommerce-ui to support customer growth.",PRJ-002,EMP-015,,Sprint-2022-W16,Critical,[],2022-04-25,2022-05-06
NC2-161,Story,Refactor API request validation for novacommerce-cart,Done,"As a developer, we need to implement refactor api request validation for novacommerce-cart to support customer growth.",PRJ-003,EMP-010,,Sprint-2023-W40,High,[],2023-10-09,2023-10-22
FF18-129,Task,Upgrade dependency libraries in fusionerp-frontend,Done,Developer chore: upgrade dependency libraries in fusionerp-frontend.,PRJ-019,EMP-093,,Sprint-2025-W31,Critical,[],2025-08-09,2025-08-13
AP6-144,Story,Refactor API request validation for atlaspay-portal,Done,"As a developer, we need to implement refactor api request validation for atlaspay-portal to support customer growth.",PRJ-007,EMP-248,,Sprint-2022-W14,Low,[],2022-04-15,2022-04-18
PL20-153,Story,Refactor API request validation for platform-logging,Done,"As a developer, we need to implement refactor api request validation for platform-logging to support customer growth.",PRJ-021,EMP-157,,Sprint-2021-W42,Medium,[],2021-10-25,2021-10-27
AG4-152,Task,Write integration tests for atlaspay-gateway router,Done,Developer chore: write integration tests for atlaspay-gateway router.,PRJ-005,EMP-125,,Sprint-2025-W19,Low,[],2025-05-28,2025-06-06
CS11-130,Story,Refactor API request validation for cloudsync-storage,Done,"As a developer, we need to implement refactor api request validation for cloudsync-storage to support customer growth.",PRJ-012,EMP-085,,Sprint-2023-W32,Low,[],2023-08-14,2023-08-20
SS23-144,Story,Optimize user session timeouts in security-scanner,Done,"As a developer, we need to implement optimize user session timeouts in security-scanner to support customer growth.",PRJ-024,EMP-110,,Sprint-2022-W22,Low,[],2022-06-14,2022-06-26
VI13-141,Bug,Resolve validation error on visionai-inference post body parsing,Open,Reported bug: resolve validation error on visionai-inference post body parsing causing test failures in production environment.,PRJ-014,EMP-088,,Sprint-2023-W04,Low,[],2023-02-02,
FF18-130,Story,Optimize user session timeouts in fusionerp-frontend,Done,"As a developer, we need to implement optimize user session timeouts in fusionerp-frontend to support customer growth.",PRJ-019,EMP-019,,Sprint-2021-W34,High,[],2021-09-01,2021-09-13
PM21-153,Bug,Fix broken CSS styles in platform-monitoring dashboard view,Open,Reported bug: fix broken css styles in platform-monitoring dashboard view causing test failures in production environment.,PRJ-022,EMP-100,,Sprint-2024-W19,Critical,[],2024-05-23,
VT14-136,Story,Optimize user session timeouts in visionai-training,In Progress,"As a developer, we need to implement optimize user session timeouts in visionai-training to support customer growth.",PRJ-015,EMP-208,,Sprint-2021-W46,Low,[],2021-11-28,
NC2-162,Task,Security scanning of Docker base images for novacommerce-cart,Done,Developer chore: security scanning of docker base images for novacommerce-cart.,PRJ-003,EMP-202,,Sprint-2025-W03,Critical,[],2025-02-06,2025-02-10
FF18-131,Task,Document API endpoints in OpenAPISchema for fusionerp-frontend,In Progress,Developer chore: document api endpoints in openapischema for fusionerp-frontend.,PRJ-019,EMP-232,,Sprint-2023-W12,Low,[],2023-03-25,
VT14-137,Story,Integrate metrics reporting client in visionai-training,Done,"As a developer, we need to implement integrate metrics reporting client in visionai-training to support customer growth.",PRJ-015,EMP-058,,Sprint-2023-W36,Low,[],2023-09-19,2023-09-29
VP15-119,Story,Integrate metrics reporting client in visionai-pipeline,Open,"As a developer, we need to implement integrate metrics reporting client in visionai-pipeline to support customer growth.",PRJ-016,EMP-076,,Sprint-2024-W31,High,[],2024-08-10,
NC2-163,Story,Add feature request endpoint to novacommerce-cart,Done,"As a developer, we need to implement add feature request endpoint to novacommerce-cart to support customer growth.",PRJ-003,EMP-010,,Sprint-2022-W04,High,[],2022-02-07,2022-02-09
AL5-135,Story,Integrate metrics reporting client in atlaspay-ledger,Done,"As a developer, we need to implement integrate metrics reporting client in atlaspay-ledger to support customer growth.",PRJ-006,EMP-179,,Sprint-2025-W17,Medium,"[""AL5-55""]",2025-05-09,2025-05-20
SS23-145,Bug,Fix broken CSS styles in security-scanner dashboard view,Done,Reported bug: fix broken css styles in security-scanner dashboard view causing test failures in production environment.,PRJ-024,EMP-152,,Sprint-2024-W29,Low,[],2024-07-30,2024-08-09
DCC-129,Story,Integrate metrics reporting client in devops-ci-cd,Done,"As a developer, we need to implement integrate metrics reporting client in devops-ci-cd to support customer growth.",PRJ-025,EMP-201,,Sprint-2022-W16,Low,[],2022-05-02,2022-05-16
AP6-145,Story,Refactor API request validation for atlaspay-portal,Done,"As a developer, we need to implement refactor api request validation for atlaspay-portal to support customer growth.",PRJ-007,EMP-212,,Sprint-2024-W43,Critical,"[""AP6-38""]",2024-11-03,2024-11-15
IA7-139,Task,Write integration tests for insightcrm-api router,Done,Developer chore: write integration tests for insightcrm-api router.,PRJ-008,EMP-041,,Sprint-2024-W01,Low,[],2024-01-15,2024-01-25
VT14-138,Story,Refactor API request validation for visionai-training,Done,"As a developer, we need to implement refactor api request validation for visionai-training to support customer growth.",PRJ-015,EMP-146,,Sprint-2021-W14,Low,"[""VT14-80""]",2021-04-10,2021-04-18
AL5-136,Story,Optimize user session timeouts in atlaspay-ledger,Done,"As a developer, we need to implement optimize user session timeouts in atlaspay-ledger to support customer growth.",PRJ-006,EMP-125,,Sprint-2021-W28,Medium,"[""AL5-51""]",2021-07-21,2021-07-25
PM21-154,Task,Document API endpoints in OpenAPISchema for platform-monitoring,Done,Developer chore: document api endpoints in openapischema for platform-monitoring.,PRJ-022,EMP-171,,Sprint-2025-W47,Low,[],2025-12-11,2025-12-16
NA0-123,Story,Implement pagination for bulk queries in novacommerce-api controller,Done,"As a developer, we need to implement implement pagination for bulk queries in novacommerce-api controller to support customer growth.",PRJ-001,EMP-223,,Sprint-2024-W07,Low,[],2024-03-03,2024-03-08
PKM-109,Story,Optimize user session timeouts in platform-k8s-mesh,Done,"As a developer, we need to implement optimize user session timeouts in platform-k8s-mesh to support customer growth.",PRJ-020,EMP-160,,Sprint-2025-W09,Critical,"[""PKM-46""]",2025-03-15,2025-03-17
AG4-153,Story,Add feature request endpoint to atlaspay-gateway,Blocked,"As a developer, we need to implement add feature request endpoint to atlaspay-gateway to support customer growth.",PRJ-005,EMP-083,,Sprint-2024-W47,Low,[],2024-12-02,
VI13-142,Story,Integrate metrics reporting client in visionai-inference,In Progress,"As a developer, we need to implement integrate metrics reporting client in visionai-inference to support customer growth.",PRJ-014,EMP-174,,Sprint-2024-W05,Low,[],2024-02-23,
CD10-147,Story,Add feature request endpoint to cloudsync-daemon,Done,"As a developer, we need to implement add feature request endpoint to cloudsync-daemon to support customer growth.",PRJ-011,EMP-206,,Sprint-2022-W10,Low,"[""CD10-21""]",2022-03-20,2022-04-03
PKM-110,Story,Refactor API request validation for platform-k8s-mesh,Done,"As a developer, we need to implement refactor api request validation for platform-k8s-mesh to support customer growth.",PRJ-020,EMP-160,,Sprint-2024-W29,High,[],2024-08-09,2024-08-17
AG4-154,Task,Security scanning of Docker base images for atlaspay-gateway,In Progress,Developer chore: security scanning of docker base images for atlaspay-gateway.,PRJ-005,EMP-159,,Sprint-2022-W48,Critical,[],2022-12-06,
VI13-143,Story,Add feature request endpoint to visionai-inference,Done,"As a developer, we need to implement add feature request endpoint to visionai-inference to support customer growth.",PRJ-014,EMP-189,,Sprint-2022-W16,Critical,[],2022-04-29,2022-05-12
FC16-98,Task,Configure Prometheus alert rules for fusionerp-core,Done,Developer chore: configure prometheus alert rules for fusionerp-core.,PRJ-017,EMP-053,,Sprint-2025-W09,Critical,"[""FC16-95""]",2025-03-17,2025-03-25
CD12-130,Task,Configure Prometheus alert rules for cloudsync-desktop,Open,Developer chore: configure prometheus alert rules for cloudsync-desktop.,PRJ-013,EMP-156,,Sprint-2023-W06,Medium,[],2023-02-21,
AP6-146,Story,Add feature request endpoint to atlaspay-portal,Done,"As a developer, we need to implement add feature request endpoint to atlaspay-portal to support customer growth.",PRJ-007,EMP-107,,Sprint-2022-W04,Critical,[],2022-02-05,2022-02-09
AP6-147,Task,Upgrade dependency libraries in atlaspay-portal,Done,Developer chore: upgrade dependency libraries in atlaspay-portal.,PRJ-007,EMP-248,,Sprint-2024-W51,High,[],2025-01-09,2025-01-15
CD12-131,Bug,Resolve validation error on cloudsync-desktop post body parsing,Done,Reported bug: resolve validation error on cloudsync-desktop post body parsing causing test failures in production environment.,PRJ-013,EMP-156,,Sprint-2021-W50,Critical,[],2021-12-27,2021-12-29
PM21-155,Story,Refactor API request validation for platform-monitoring,In Progress,"As a developer, we need to implement refactor api request validation for platform-monitoring to support customer growth.",PRJ-022,EMP-214,,Sprint-2025-W25,Critical,[],2025-07-08,
PM21-156,Story,Implement pagination for bulk queries in platform-monitoring controller,Done,"As a developer, we need to implement implement pagination for bulk queries in platform-monitoring controller to support customer growth.",PRJ-022,EMP-137,,Sprint-2022-W02,Medium,[],2022-01-16,2022-01-26
