incident_id,cause,root_cause,severity,timeline,resolution,linked_deployment,linked_pr,linked_adr,lessons_learned
INC-0309,Routing loop in Istio service mesh for atlaspay-gateway,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-18 17:49:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-18 18:01:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-12-18 18:43:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-18 19:59:00""}]",Applied mitigation at 18:43:00 by rolling back production deployment DEP-0639 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0639,PR-0328,ADR-0079,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0310,Cache stampede in platform-monitoring for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-19 01:05:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-19 01:12:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-19 02:15:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-19 03:10:00""}]",Applied mitigation at 02:15:00 by rolling back production deployment DEP-0644 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0644,PR-0332,ADR-0077,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0311,Message lag spike on Kafka partition for novacommerce-cart,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-19 07:20:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-19 07:25:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-19 08:19:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-19 11:43:00""}]",Applied mitigation at 08:19:00 by rolling back production deployment DEP-0646 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0646,PR-0319,ADR-0076,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0312,Message lag spike on Kafka partition for insightcrm-analytics,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-19 13:02:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-19 13:11:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-12-19 13:54:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-19 14:30:00""}]",Applied mitigation at 13:54:00 by rolling back production deployment DEP-0648 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0648,PR-0323,ADR-0080,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0313,Unoptimized query on cloudsync-storage database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-20 14:42:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-20 14:55:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-12-20 16:15:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-20 19:57:00""}]",Applied mitigation at 16:15:00 by rolling back production deployment DEP-0650 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0650,PR-0316,ADR-0075,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0314,Message lag spike on Kafka partition for atlaspay-portal,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-21 04:26:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-21 04:39:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-12-21 05:12:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-21 06:55:00""}]",Applied mitigation at 05:12:00 by rolling back production deployment DEP-0652 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0652,PR-0333,,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0315,Message lag spike on Kafka partition for atlaspay-portal,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-22 09:00:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-22 09:03:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-22 09:39:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-22 12:42:00""}]",Applied mitigation at 09:39:00 by rolling back production deployment DEP-0654 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0654,PR-0305,ADR-0073,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
INC-0316,Cache stampede in atlaspay-gateway for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-22 13:53:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-22 14:04:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-12-22 15:22:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-22 17:26:00""}]",Applied mitigation at 15:22:00 by rolling back production deployment DEP-0656 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0656,PR-0326,ADR-0079,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0317,Cache stampede in atlaspay-ledger for metadata queries,"An eviction of high-frequency metadata cache keys in Redis occurred concurrently with a traffic spike. Thousands of pods hit the underlying database at once to re-fetch the metadata, locking tables.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-25 23:39:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-25 23:49:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-12-26 00:33:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-26 01:41:00""}]",Applied mitigation at 00:33:00 by rolling back production deployment DEP-0658 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0658,PR-0309,ADR-0074,Implement cache key locking/mutexes (single-flight pattern) so only one request updates the cache while others wait. Add jitter to cache TTLs.
INC-0318,Unoptimized query on fusionerp-frontend database after release,A new feature did a sequential scan on a table containing 10M+ rows because the foreign key index was omitted in the migration script. CPU spiked to 100% and query latency went from 5ms to 8000ms.,P2,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-26 14:44:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-26 14:53:00""}, {""event"": ""Mitigation Applied - Flushed cache"", ""timestamp"": ""2021-12-26 15:41:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-26 18:49:00""}]",Applied mitigation at 15:41:00 by rolling back production deployment DEP-0660 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0660,PR-0327,ADR-0082,Require explain-plan checks in CI/CD pipelines for any new migration files. Enforce indexing guidelines for foreign keys.
INC-0319,Database connection pool exhaustion on atlaspay-gateway,"The service connection pool size was set to 20, but under heavy concurrent traffic, queries blocked on PostgreSQL, causing requests to queue up and exhaust all worker threads. The health check endpoint also blocked, leading Kubernetes to restart pods in a loop.",P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-27 02:57:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-27 03:11:00""}, {""event"": ""Mitigation Applied - Rolled back deployment"", ""timestamp"": ""2021-12-27 03:48:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-27 06:54:00""}]",Applied mitigation at 03:48:00 by rolling back production deployment DEP-0663 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0663,PR-0331,ADR-0079,"We must decoupled health check endpoints from primary database checks (make them shallow), increase connection pool limits, and implement rate limiting on expensive endpoints."
INC-0320,Routing loop in Istio service mesh for insightcrm-analytics,A misconfigured VirtualService manifest in Terraform caused traffic to cycle between the canary deployment and the main service. Latency spiked and error rates reached 100% due to maximum hop recursion.,P0,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-28 16:12:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-28 16:22:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-28 17:24:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-28 18:15:00""}]",Applied mitigation at 17:24:00 by rolling back production deployment DEP-0665 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0665,PR-0336,ADR-0080,Add deployment linting checks for mesh configurations. Implement dry-run verification steps in CI/CD pipeline before applying mesh routes.
INC-0321,Out of memory (OOM) crash in fusionerp-core pod during batch processing,A memory leak in the Go/Python worker loop processing batch uploads. The worker accumulated pointers in a global slice and did not trigger garbage collection timely. Pod reached K8s limit (2Gi) and got OOMKilled.,P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-30 09:50:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-30 10:04:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-30 10:58:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2021-12-30 12:40:00""}]",Applied mitigation at 10:58:00 by rolling back production deployment DEP-0667 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0667,PR-0334,ADR-0084,"Profile heap usage during batch tasks, reuse object buffers, and add strict memory limits to K8s configs with warnings at 80% usage."
INC-0322,Message lag spike on Kafka partition for cloudsync-storage,"A slow consumer thread due to synchronous downstream HTTP calls. As partition size grew, processing fell behind by over 50,000 messages, delaying order processing in NovaCommerce.",P1,"[{""event"": ""System Alert - Anomalous Metrics Detected"", ""timestamp"": ""2021-12-31 22:26:00""}, {""event"": ""On-call Engineer Acknowledged Alert"", ""timestamp"": ""2021-12-31 22:40:00""}, {""event"": ""Mitigation Applied - Increased pod count"", ""timestamp"": ""2021-12-31 23:54:00""}, {""event"": ""Incident Resolved - System metrics stabilized"", ""timestamp"": ""2022-01-01 01:20:00""}]",Applied mitigation at 23:54:00 by rolling back production deployment DEP-0670 or applying hotfix. Monitored CPU and error rates until they returned to baseline levels.,DEP-0670,PR-0312,ADR-0075,"Implement worker pool concurrency in consumer code, wrap calls in circuit breakers, and monitor consumer lag metrics to trigger auto-scaling."
